,BPI_Challenge_2012.b7117f80-cb38-490a-92cf-83844582f96f.pnml,BPI_Challenge_2012.dc0aa59e-61bf-411b-8567-a3b26c3592a7.pnml,BPI_Challenge_2012.08db9bfd-b112-4197-92ad-150d2f30c6e2.pnml,BPI_Challenge_2012.b90f09a3-c8b8-4afc-a379-1f7bd06f6972.pnml,BPI_Challenge_2012.e7cb3bd3-ae71-4082-866c-b57882a73b73.pnml,BPI_Challenge_2012.3226b1bc-bf69-4279-8d3f-3da3e311d875.pnml,BPI_Challenge_2012.580b0ccb-a018-4472-80dd-a44e8d49537c.pnml,BPI_Challenge_2012.2d68ed30-cf88-49c7-879c-4571858a1c13.pnml,BPI_Challenge_2012.f0bf0a5d-1dfa-4880-a132-0be5f80354cf.pnml,BPI_Challenge_2012.a90ce7e4-81e1-4089-a259-d8b411318672.pnml,BPI_Challenge_2012.095a9248-4c32-4aca-b60b-2481ece88852.pnml,BPI_Challenge_2012.8dd76103-bafb-44e6-9846-82efd111ccf7.pnml,BPI_Challenge_2012.76c87124-025d-4aa6-9154-b84d86f9ec0a.pnml,BPI_Challenge_2012.3776bb87-0ceb-44cc-b8aa-1ea5a48ad231.pnml,BPI_Challenge_2012.f58b8813-8f72-48b2-a3b5-fb768238d7b4.pnml,BPI_Challenge_2012.bd28b87c-883f-46e7-980e-e7d3c881e7af.pnml,BPI_Challenge_2012.612a8436-d4af-4f20-b99f-9a0d232df47e.pnml,BPI_Challenge_2012.c9f44678-e401-4446-8ca8-6143ed0b57e8.pnml,BPI_Challenge_2012.98d91d50-ff6d-4854-a6d6-332f1f05555d.pnml,BPI_Challenge_2012.512eca77-bc93-41c9-8f0f-416bba7f4bb5.pnml,BPI_Challenge_2012.c6ff70a1-7215-4587-9879-bcddb5808011.pnml,BPI_Challenge_2012.eb904056-a521-40b2-b062-3a1631ce37d1.pnml,BPI_Challenge_2012.43c8aa74-a6f7-4ac1-9538-a5986ec9f4aa.pnml,BPI_Challenge_2012.a2859b40-7f76-4c87-a156-f2efe35b6bf5.pnml,BPI_Challenge_2012.5172eb7f-11cb-4f53-9de6-ba496d6ea5bc.pnml,BPI_Challenge_2012.59c5682d-b8f2-4923-b110-cfeb99da5e09.pnml,BPI_Challenge_2012.94b5033c-8ea2-4093-8061-8a128c05c252.pnml,BPI_Challenge_2012.420e6f2f-c72a-45ed-847b-2fae6303034e.pnml,BPI_Challenge_2012.f75500b7-06db-4fb0-8cce-afb9189d5402.pnml,BPI_Challenge_2012.c8a738c7-a15e-475c-83db-e5f782ce8d0e.pnml,BPI_Challenge_2012.9c259212-6496-4770-9fd6-15d75a764d96.pnml,BPI_Challenge_2012.a169bda7-f582-4589-919f-927bc53322df.pnml,BPI_Challenge_2012.de927382-50d5-4217-b33e-9b1c084d5c44.pnml,BPI_Challenge_2012.dcaae451-0d80-45e1-a21f-580a09d87397.pnml,BPI_Challenge_2012.0064a212-a5ed-4a12-947a-b4ee3d1b4564.pnml,BPI_Challenge_2012.cd76a7f0-e1d5-4042-bd92-7cc6e89c4757.pnml,BPI_Challenge_2012.19b0bbee-d7b8-4667-bf8d-b39ea17f819d.pnml,BPI_Challenge_2012.3304a063-1c03-4fa7-b8b3-34737579e674.pnml,BPI_Challenge_2012.3b50dd9f-e80d-4031-8242-42e7ea704a81.pnml,BPI_Challenge_2012.3c900653-3559-4c4b-99a1-450e3809ac4c.pnml,BPI_Challenge_2012.bfc1c94b-6ac2-4396-a6e3-81d17d5dddfa.pnml,BPI_Challenge_2012.98b2528d-c5ae-456e-8fbe-2f880487c632.pnml,BPI_Challenge_2012.1fba2b4d-0560-4d2c-a1c6-0eba6a4f177c.pnml,BPI_Challenge_2012.ed1fce6d-1c1e-4d4b-8b68-f48f4bf79640.pnml,BPI_Challenge_2012.fba096f9-bb46-4110-bf70-92d2150b2835.pnml,BPI_Challenge_2012.f31e8d0a-4a24-405e-b7ab-b9a6353a15c2.pnml,BPI_Challenge_2012.608ddf76-3edc-4ddf-9ec5-b0ee2c3fdbd1.pnml,BPI_Challenge_2012.4e949a7e-3d6a-4192-a3a0-83b8673711a8.pnml,BPI_Challenge_2012.657dbf1d-d38b-4348-ae4f-ce19325ee3ff.pnml,BPI_Challenge_2012.2d62f1dc-d53c-42a2-a272-db4ef00346f2.pnml,BPI_Challenge_2012.420f65f1-c007-48db-a393-0975c4a9a589.pnml,BPI_Challenge_2012.ad1bf3ca-655d-4ea2-9473-bf66c02e7092.pnml,BPI_Challenge_2012.3aaa7e17-b984-4cf8-9301-a1d2b46ee1fa.pnml,BPI_Challenge_2012.966a8360-77db-4cd8-bf1d-bf5cf7cb1f4c.pnml,BPI_Challenge_2012.8da129a6-99e6-481a-a3c0-5c008765975b.pnml,BPI_Challenge_2012.28e062b2-6736-4d93-965e-c796b0063e42.pnml,BPI_Challenge_2012.5477599c-71a1-43ec-9eaf-530c9d37429f.pnml,BPI_Challenge_2012.7c928206-afc8-425a-9694-4facad47a1ad.pnml,BPI_Challenge_2012.2dd224a2-1c9d-41fc-b77f-fdc8b2d288c6.pnml,BPI_Challenge_2012.a251888a-c848-436c-ad70-c7ed35c1965e.pnml,BPI_Challenge_2012.a8e2053f-f7f0-41b0-840b-8fb83e1a2a70.pnml,BPI_Challenge_2012.11fbb10c-0881-415e-8674-8907bc2de899.pnml,BPI_Challenge_2012.e7c90d39-8fa9-49c3-ade5-477c5ae002e3.pnml,BPI_Challenge_2012.430b2104-4320-44fd-9192-247d89797f8f.pnml,BPI_Challenge_2012.daff0008-2f9e-4487-a96a-370fa3a7835a.pnml,BPI_Challenge_2012.fc3d48a0-17da-4b37-93f1-59329737450e.pnml,BPI_Challenge_2012.f576ee6a-4ad7-4050-b116-d2640003a3d7.pnml,BPI_Challenge_2012.c0bb00d8-1916-4c98-b241-048b66ba25ab.pnml,BPI_Challenge_2012.5851cec6-79d9-48ee-bb59-83a1f180a338.pnml,BPI_Challenge_2012.fca66884-d13e-48c0-9f07-d464ed54ff5f.pnml,BPI_Challenge_2012.2bb9c72f-fc09-4417-9417-54dab403be22.pnml,BPI_Challenge_2012.162d629b-9220-4c6d-9b71-b3bc6949b7a1.pnml,BPI_Challenge_2012.5fbd385b-aa68-4e9b-bd1a-eea17edc30f7.pnml,BPI_Challenge_2012.1e813ca7-6dab-419f-bf2b-2a00917fb07c.pnml,BPI_Challenge_2012.2792e49b-02b3-4958-9190-20c73d1c2fe5.pnml,BPI_Challenge_2012.5a14d014-04fe-479a-a0dc-e277c7ffd98c.pnml,BPI_Challenge_2012.556b3e57-a88f-406f-9dcc-cb6a9930bc56.pnml,BPI_Challenge_2012.9bb8d0cf-c586-48f5-9c1d-32e008557adc.pnml,BPI_Challenge_2012.9ed36524-63c3-4756-a096-fd28dd360e30.pnml
BPI_Challenge_2012.095a9248-4c32-4aca-b60b-2481ece88852.pnml,8.774199999983523e-05,8.776700000012738e-05,7.158900000003854e-05,8.71939999997906e-05,6.820599999990407e-05,8.679000000011428e-05,8.752599999972688e-05,8.716099999972471e-05,8.572299999975996e-05,9.184799999939486e-05,8.592499999959813e-05,8.674199999969545e-05,6.741500000018164e-05,6.632699999986613e-05,6.617700000077775e-05,6.559900000002727e-05,8.72720000000271e-05,6.806399999970125e-05,6.662200000029372e-05,6.6534000000118e-05,8.53300000001056e-05,9.598900000007404e-05,8.514300000062036e-05,6.690699999989391e-05,6.64839999995337e-05,6.664300000025491e-05,8.537999999980173e-05,8.662200000042475e-05,8.683200000003666e-05,6.75320000000923e-05,8.54029999999284e-05,6.630599999990494e-05,8.691199999955046e-05,6.65390000005317e-05,6.55639999997959e-05,8.610300000011506e-05,8.547199999942023e-05,8.643399999996859e-05,6.606500000039262e-05,6.636300000018025e-05,6.608899999971385e-05,6.725599999946041e-05,8.526700000022203e-05,6.593499999940633e-05,8.540500000009388e-05,6.62180000006174e-05,6.6377999999645e-05,6.610099999981855e-05,8.680300000030172e-05,7.854600000012368e-05,6.620799999978999e-05,6.673099999954246e-05,6.636200000009751e-05,6.656300000074111e-05,8.584300000080702e-05,6.693000000002058e-05,8.610499999939236e-05,8.675700000004838e-05,6.655500000007919e-05,6.628000000041823e-05,6.560699999980102e-05,8.6614000000651e-05,6.746800000012598e-05,8.635899999998031e-05,6.690199999948021e-05,8.543100000046877e-05,8.693200000031709e-05,6.82629999992912e-05,6.67649999996911e-05,6.61539999997629e-05,6.612700000019345e-05,8.632499999983168e-05,8.636499999958858e-05,8.62169999997775e-05,6.627499999911635e-05,6.651599999951685e-05,6.678199999932133e-05,8.715899999955923e-05,8.660800000015456e-05
BPI_Challenge_2012.8dd76103-bafb-44e6-9846-82efd111ccf7.pnml,8.776900000029286e-05,8.737699999983306e-05,6.799300000004393e-05,8.782099999926629e-05,6.780000000006225e-05,8.650399999954317e-05,8.794299999959065e-05,8.721000000022627e-05,8.616499999991589e-05,8.630200000059318e-05,8.655500000021021e-05,8.684600000030684e-05,6.623099999991666e-05,6.641900000037282e-05,6.60740000002491e-05,6.654599999933453e-05,8.660500000079452e-05,6.708200000016262e-05,6.642200000062104e-05,6.632600000067157e-05,8.522600000038238e-05,8.656800000039766e-05,8.575900000007408e-05,6.627999999953005e-05,6.659900000016705e-05,6.633599999972262e-05,8.56269999998105e-05,8.649699999985216e-05,8.686400000001981e-05,6.68099999998617e-05,8.507600000040583e-05,6.575200000025205e-05,8.902600000038063e-05,6.57219999995462e-05,9.668999999945527e-05,8.655799999957026e-05,8.56840000000858e-05,8.66889999997511e-05,6.59680000003604e-05,6.584900000028426e-05,6.604699999979147e-05,6.716900000025561e-05,8.535899999984053e-05,6.583600000009682e-05,8.598199999987344e-05,6.61989999999335e-05,6.647400000048265e-05,6.554700000016567e-05,8.638599999954977e-05,7.8623999999472e-05,6.685800000028053e-05,7.209900000049174e-05,6.631900000009239e-05,6.607700000049732e-05,8.647800000005645e-05,6.68030000001707e-05,8.65640000000667e-05,8.646399999978627e-05,6.605300000028791e-05,6.629700000004846e-05,6.667800000048629e-05,8.697799999968225e-05,6.673900000020438e-05,6.716799999928469e-05,6.647799999992543e-05,8.579799999974824e-05,8.722299999952554e-05,6.732299999967495e-05,6.767700000054333e-05,6.658499999989687e-05,8.571099999965526e-05,8.590499999971968e-05,8.546199999948101e-05,8.698500000026144e-05,6.644399999977679e-05,8.540600000017662e-05,6.660099999944435e-05,8.810300000039462e-05,8.709200000023287e-05
BPI_Challenge_2012.76c87124-025d-4aa6-9154-b84d86f9ec0a.pnml,8.772400000012226e-05,8.951499999998447e-05,6.785899999961487e-05,8.692000000021238e-05,6.700199999976064e-05,8.684199999997588e-05,8.782599999968e-05,8.663599999980676e-05,8.5975999999377e-05,8.714799999953726e-05,8.70239999999356e-05,8.748299999972176e-05,6.639199999991519e-05,8.756999999981474e-05,6.628199999969553e-05,6.629599999996572e-05,8.679699999980528e-05,8.699199999995244e-05,6.712800000041597e-05,6.674199999956443e-05,8.566899999973288e-05,8.53420000002103e-05,8.568099999983758e-05,6.653099999986978e-05,6.725800000051407e-05,6.668099999984634e-05,8.537600000035894e-05,8.78760000002643e-05,8.740999999989896e-05,6.775200000053161e-05,8.592599999968087e-05,6.606999999991814e-05,8.668400000022558e-05,6.575899999994306e-05,8.586499999996278e-05,6.706799999989244e-05,8.629899999945678e-05,8.655300000004473e-05,6.660800000002354e-05,6.645299999963328e-05,6.58849999997102e-05,6.667300000007259e-05,8.621899999994298e-05,6.653999999972626e-05,8.562899999997597e-05,6.609999999973581e-05,6.599000000040434e-05,6.587699999993646e-05,9.231800000009116e-05,7.846700000069262e-05,6.68550000000323e-05,8.611899999966255e-05,6.669599999931108e-05,6.57320000003736e-05,8.60329999996523e-05,6.751500000046207e-05,8.575200000038308e-05,8.671800000037422e-05,6.655299999991371e-05,6.597000000052589e-05,6.598700000015612e-05,8.780599999980154e-05,6.777099999943914e-05,6.672299999976872e-05,6.78479999995929e-05,8.567999999975484e-05,8.623300000021317e-05,6.774700000011791e-05,6.724300000016115e-05,6.618499999966332e-05,8.515900000016785e-05,8.602800000012678e-05,8.523600000032161e-05,8.609300000017583e-05,6.665800000060784e-05,8.5868000000211e-05,6.684500000009308e-05,6.74970000007491e-05,8.690499999985946e-05
BPI_Challenge_2012.3776bb87-0ceb-44cc-b8aa-1ea5a48ad231.pnml,8.724899999990043e-05,8.81850000000739e-05,6.777800000001832e-05,8.711799999971959e-05,6.65029999993294e-05,8.669799999960759e-05,8.826200000022766e-05,9.664800000042106e-05,8.605499999969624e-05,8.696699999966029e-05,8.643600000013407e-05,8.74230000000864e-05,6.683000000062833e-05,8.532199999944368e-05,6.632399999961791e-05,6.670099999972479e-05,8.694100000017357e-05,8.767899999995166e-05,6.683000000062833e-05,6.633699999980536e-05,8.576100000023956e-05,8.675399999980016e-05,8.577099999929061e-05,6.633400000044531e-05,6.656300000074111e-05,6.579599999945174e-05,8.652200000014432e-05,8.586600000004552e-05,8.768200000019988e-05,6.719600000071324e-05,8.884300000033818e-05,9.055599999996389e-05,8.632400000063711e-05,6.559400000050175e-05,8.541199999978488e-05,6.654699999941727e-05,8.583499999925692e-05,8.878800000022835e-05,6.575599999969484e-05,6.661799999996276e-05,6.642700000014656e-05,6.6534000000118e-05,8.572700000009092e-05,6.651600000040503e-05,8.577000000009605e-05,6.566199999991085e-05,6.527100000042196e-05,6.521899999967218e-05,6.653600000028348e-05,7.818000000003877e-05,6.641399999995912e-05,8.667899999981188e-05,6.678499999956955e-05,7.300800000020757e-05,8.596899999968599e-05,6.725099999993489e-05,8.640599999942822e-05,8.666899999987265e-05,6.596599999930675e-05,6.616999999931039e-05,6.754999999980527e-05,8.711499999947137e-05,6.671299999982949e-05,6.729399999994001e-05,6.652699999953882e-05,8.56320000002242e-05,8.667299999931544e-05,6.775199999964343e-05,6.670299999989027e-05,6.590099999925769e-05,8.526800000030477e-05,8.567699999950662e-05,9.583599999984926e-05,8.663100000028123e-05,6.73980000005514e-05,8.6715000000126e-05,6.695200000006452e-05,6.705699999987047e-05,9.643799999992098e-05
BPI_Challenge_2012.f58b8813-8f72-48b2-a3b5-fb768238d7b4.pnml,8.761899999942813e-05,8.758199999991945e-05,6.746499999987776e-05,8.719099999954238e-05,6.712199999991952e-05,8.699400000011792e-05,8.711100000002858e-05,8.662299999961931e-05,8.628500000007477e-05,6.656600000010116e-05,8.714099999984626e-05,9.547500000017806e-05,6.658100000045408e-05,8.548699999977316e-05,6.643100000047752e-05,6.623099999991666e-05,9.731299999948817e-05,8.813500000037777e-05,6.638600000030692e-05,6.684699999937038e-05,8.672800000031344e-05,8.631899999933523e-05,8.591500000054708e-05,6.697699999946849e-05,6.659399999975335e-05,6.624199999993863e-05,8.516100000033333e-05,8.732400000077689e-05,8.802800000040634e-05,6.660599999985806e-05,6.659000000031057e-05,8.545800000003823e-05,8.704399999981405e-05,6.661300000043724e-05,8.620200000031275e-05,6.67580000000001e-05,8.739000000002051e-05,6.718000000027757e-05,7.380999999995197e-05,6.599999999945538e-05,6.613199999971897e-05,6.673300000059612e-05,8.703200000059752e-05,6.82000000002958e-05,9.303000000038253e-05,6.651399999935137e-05,6.613800000021541e-05,6.60029999997036e-05,6.646499999973798e-05,7.748499999937764e-05,6.696699999952926e-05,8.626500000019632e-05,6.709899999979285e-05,6.656200000065837e-05,8.585800000027177e-05,6.756700000032367e-05,9.416199999989772e-05,8.65240000003098e-05,6.646000000021246e-05,6.683499999926568e-05,6.717900000019483e-05,8.644800000023878e-05,8.897599999979633e-05,6.684300000081578e-05,6.73479999999671e-05,8.566400000020735e-05,9.018699999963076e-05,6.742299999995538e-05,6.573100000029086e-05,6.702999999941284e-05,8.546200000036919e-05,8.632899999927446e-05,8.718300000065682e-05,8.615100000053388e-05,8.588100000039844e-05,8.653400000024902e-05,6.695099999998178e-05,6.755599999941353e-05,6.732399999975769e-05
BPI_Challenge_2012.bd28b87c-883f-46e7-980e-e7d3c881e7af.pnml,8.814999999984252e-05,8.801300000005341e-05,6.831300000076368e-05,8.723099999929929e-05,6.74209999997899e-05,8.781600000062895e-05,8.694499999961636e-05,8.56459999996062e-05,8.679799999988802e-05,6.608500000027107e-05,8.749200000046642e-05,8.722599999977376e-05,6.6370999999954e-05,8.560699999993204e-05,6.668799999953734e-05,6.599000000040434e-05,6.659199999958787e-05,8.717099999966393e-05,6.601099999947735e-05,6.694999999989903e-05,8.514800000014588e-05,8.581099999993569e-05,8.597799999954248e-05,6.660299999960984e-05,6.671700000016045e-05,8.544700000001626e-05,8.534100000012756e-05,8.553500000019199e-05,8.728599999940911e-05,6.694200000012529e-05,6.614800000015464e-05,8.53369999997966e-05,7.804799999977519e-05,6.644300000058223e-05,8.576799999993057e-05,6.697400000010845e-05,8.66699999999554e-05,6.677799999987855e-05,8.656299999998396e-05,6.651400000023955e-05,6.626900000039626e-05,6.647900000000817e-05,8.605799999994446e-05,6.627700000017e-05,6.618399999958058e-05,6.64889999999474e-05,6.615199999959742e-05,6.574300000039557e-05,6.66799999997636e-05,7.762299999924949e-05,6.664599999961496e-05,8.694000000009083e-05,6.677399999954758e-05,6.654700000030545e-05,8.624599999951243e-05,6.627700000017e-05,8.69510000001128e-05,8.582099999987491e-05,6.669299999995104e-05,6.717900000019483e-05,6.710200000004107e-05,8.685199999991511e-05,8.690000000033393e-05,6.675700000080553e-05,6.693400000035155e-05,8.593300000026005e-05,6.79690000007227e-05,6.75770000002629e-05,6.675499999975187e-05,6.597700000021689e-05,8.56719999999811e-05,8.565499999946269e-05,8.637699999969328e-05,8.640300000006818e-05,8.667600000045184e-05,8.598500000012166e-05,6.689400000059464e-05,6.723899999983018e-05,6.723799999974744e-05
BPI_Challenge_2012.612a8436-d4af-4f20-b99f-9a0d232df47e.pnml,8.793000000029139e-05,8.791000000041294e-05,6.699199999982142e-05,8.75359999996661e-05,6.724099999999567e-05,8.580599999952199e-05,8.790600000008197e-05,8.561699999987127e-05,8.728300000004907e-05,6.542200000048126e-05,7.923899999973116e-05,8.656799999950948e-05,8.631099999956149e-05,6.631499999976143e-05,6.657600000004038e-05,6.629100000044019e-05,6.61869999998288e-05,8.742999999977741e-05,9.285100000067104e-05,6.666799999965889e-05,8.595400000022124e-05,8.568099999983758e-05,8.580300000016194e-05,6.605899999989617e-05,6.601100000036553e-05,8.560000000024104e-05,8.537300000011072e-05,8.545000000026448e-05,8.748800000013546e-05,6.653300000003526e-05,8.603999999934331e-05,8.448699999963338e-05,6.68379999995139e-05,6.660800000002354e-05,8.534000000004482e-05,6.635200000015828e-05,8.624600000040061e-05,6.652400000017877e-05,8.579899999983098e-05,6.715499999998542e-05,6.595599999936752e-05,6.665699999963692e-05,8.576499999968235e-05,6.573699999989913e-05,6.619799999985077e-05,8.66159999999283e-05,6.642700000014656e-05,6.580099999986544e-05,6.739699999958049e-05,7.82299999997349e-05,6.605699999973069e-05,8.652299999933888e-05,6.694700000053899e-05,6.677300000035302e-05,8.498899999942466e-05,6.665500000035962e-05,8.538799999957547e-05,8.601300000066203e-05,6.628399999986101e-05,6.723899999983018e-05,6.67700000001048e-05,6.693800000068251e-05,8.612500000015899e-05,6.685700000019779e-05,8.606200000027542e-05,6.637800000053318e-05,6.791199999955921e-05,6.743399999997735e-05,6.600599999995183e-05,6.573099999940268e-05,8.515300000055959e-05,8.625200000000888e-05,8.558199999963989e-05,8.641899999961566e-05,8.583700000031058e-05,8.564699999968894e-05,6.661799999996276e-05,6.732599999992317e-05,6.747999999934251e-05
BPI_Challenge_2012.c9f44678-e401-4446-8ca8-6143ed0b57e8.pnml,9.062400000026116e-05,8.985500000058266e-05,6.831200000068094e-05,9.005300000008987e-05,6.857999999976272e-05,8.877700000020639e-05,8.914700000062226e-05,8.796300000035728e-05,9.081900000040832e-05,6.817700000016913e-05,6.786400000002857e-05,8.802699999943542e-05,9.806799999978466e-05,6.7707000000361e-05,6.839399999947204e-05,6.808600000063336e-05,6.816200000070438e-05,8.881299999963232e-05,8.755200000010177e-05,6.825300000024015e-05,8.745699999934686e-05,6.78860000000725e-05,8.782799999984547e-05,6.810100000009811e-05,6.756299999999271e-05,8.769800000063555e-05,6.800000000062312e-05,8.891899999952102e-05,8.8992000000232e-05,6.79329999995204e-05,8.854799999991059e-05,6.720399999959881e-05,7.334400000047481e-05,6.733000000025413e-05,8.758899999961045e-05,6.806399999970125e-05,8.912900000002111e-05,6.823000000011348e-05,8.771899999970856e-05,6.773299999984772e-05,6.78860000000725e-05,6.887300000002483e-05,8.723599999971299e-05,6.73530000003808e-05,6.90369999993834e-05,8.766700000073513e-05,6.842899999970342e-05,6.73200000003149e-05,6.780899999991874e-05,7.878999999988423e-05,6.763399999965003e-05,8.834499999998968e-05,0.0001041310000005069,6.829199999991431e-05,8.784899999980667e-05,6.80540000006502e-05,8.782000000007173e-05,8.747099999961705e-05,6.816500000006442e-05,6.956799999979779e-05,6.832499999998021e-05,6.855200000011052e-05,8.793099999948595e-05,6.813800000049497e-05,8.749499999982646e-05,6.778599999979207e-05,6.896599999972608e-05,6.813699999952405e-05,6.814300000002049e-05,6.773700000017868e-05,9.251300000023832e-05,8.736000000020283e-05,8.717600000007764e-05,8.772899999964778e-05,8.748800000013546e-05,9.401599999936394e-05,6.785400000008934e-05,7.275699999986784e-05,6.863899999931533e-05
BPI_Challenge_2012.98d91d50-ff6d-4854-a6d6-332f1f05555d.pnml,8.894800000014413e-05,8.788199999987256e-05,6.720400000048699e-05,8.884899999994644e-05,6.739799999966323e-05,8.599600000014362e-05,8.678699999986605e-05,8.637899999985876e-05,8.874500000022323e-05,6.626399999998256e-05,6.670099999972479e-05,8.755899999979277e-05,6.636899999978851e-05,6.674300000053535e-05,6.70720000002234e-05,6.627700000017e-05,6.692599999968962e-05,9.126700000017252e-05,8.531099999942171e-05,6.690900000005939e-05,8.870699999974363e-05,6.632799999994887e-05,8.553199999994376e-05,6.751999999998759e-05,6.64059999992972e-05,8.674000000041815e-05,6.656900000034938e-05,8.693000000015161e-05,8.727900000060629e-05,6.658100000045408e-05,8.65139999994824e-05,6.61590000001766e-05,6.76500000000857e-05,6.62650000000653e-05,6.611600000017148e-05,6.651399999935137e-05,8.72479999998177e-05,6.613999999949272e-05,8.583299999997962e-05,6.662799999990199e-05,6.700200000064882e-05,6.739700000046867e-05,8.508300000009683e-05,6.567299999993281e-05,6.60029999997036e-05,8.64180000004211e-05,6.670199999980753e-05,8.700999999966541e-05,6.70060000000916e-05,7.803699999975322e-05,6.621400000028643e-05,7.843199999957307e-05,8.626400000011358e-05,6.675499999975187e-05,8.594599999955932e-05,6.712300000000226e-05,8.573799999922471e-05,8.620400000047823e-05,6.686500000085971e-05,6.68169999995527e-05,6.665799999971966e-05,6.668400000009456e-05,8.757999999975397e-05,8.689700000008571e-05,8.584299999991885e-05,6.683999999967938e-05,6.76849999994289e-05,6.697899999963397e-05,6.675000000022635e-05,6.530799999993064e-05,6.663100000015021e-05,8.61770000000206e-05,8.528800000018322e-05,8.586099999963182e-05,8.595599999949854e-05,6.699600000015238e-05,6.668800000042552e-05,6.735100000021532e-05,6.783600000037637e-05
BPI_Challenge_2012.512eca77-bc93-41c9-8f0f-416bba7f4bb5.pnml,8.864799999930284e-05,8.7725000000205e-05,6.776699999999636e-05,9.244499999994105e-05,6.79970000003749e-05,8.605699999986172e-05,8.738799999985503e-05,8.643399999996859e-05,8.9255999999871e-05,6.707499999958344e-05,6.725700000043133e-05,8.784100000003292e-05,6.690799999997665e-05,7.419299999966711e-05,6.681400000019266e-05,6.676299999952562e-05,6.698500000013041e-05,6.764900000000296e-05,8.660799999926638e-05,6.681899999971819e-05,6.57149999998552e-05,6.728500000008353e-05,8.641400000009014e-05,6.62269999995857e-05,6.674100000036987e-05,8.561499999970579e-05,6.682099999988367e-05,8.699899999964344e-05,8.728800000046277e-05,6.679100000006599e-05,8.584600000016707e-05,6.659599999991883e-05,6.73429999995534e-05,6.627399999992178e-05,6.630199999957398e-05,6.638900000055514e-05,8.774099999975249e-05,6.628199999969553e-05,8.645599999912434e-05,6.679500000039695e-05,6.70770000006371e-05,6.725600000034859e-05,8.500399999977759e-05,6.613799999932723e-05,6.624700000035233e-05,8.67669999999876e-05,6.659100000039331e-05,8.623899999982143e-05,6.624099999985589e-05,7.794600000021745e-05,6.695799999967278e-05,6.646200000037794e-05,8.623300000021317e-05,6.638199999997596e-05,8.617900000018608e-05,6.704399999968302e-05,8.63330000004936e-05,8.608500000040209e-05,8.743799999955115e-05,6.710200000004107e-05,6.720100000023876e-05,6.665300000019414e-05,8.6978999999765e-05,8.67600000002966e-05,8.615100000053388e-05,6.642499999998108e-05,6.698700000029589e-05,6.744799999935935e-05,6.668600000026004e-05,6.587000000024545e-05,6.65670000001839e-05,8.633999999929642e-05,8.615499999997667e-05,8.661300000056826e-05,8.590699999988516e-05,6.731400000070664e-05,6.671399999991223e-05,6.748199999950799e-05,6.685900000036327e-05
BPI_Challenge_2012.c6ff70a1-7215-4587-9879-bcddb5808011.pnml,8.820700000011783e-05,8.199899999983273e-05,6.724099999999567e-05,8.990500000027879e-05,6.706400000044965e-05,8.541200000067306e-05,8.696400000030025e-05,8.528999999946052e-05,8.8408999999956e-05,6.667699999951537e-05,0.00010051799999999389,8.68050000004672e-05,6.610799999950956e-05,6.661600000068546e-05,6.695799999967278e-05,6.677799999987855e-05,6.651600000040503e-05,6.726099999987412e-05,8.637400000033324e-05,6.662799999990199e-05,6.60010000004263e-05,6.642399999989834e-05,8.64060000003164e-05,6.646599999982072e-05,6.620000000001625e-05,8.534700000062401e-05,6.601999999933383e-05,8.73449999998499e-05,8.667300000020361e-05,6.64730000003999e-05,8.540200000073384e-05,6.587200000041094e-05,6.746199999962954e-05,6.589600000062035e-05,6.601499999980831e-05,6.68550000000323e-05,8.617399999977238e-05,6.654400000005722e-05,8.647300000053093e-05,6.680900000066714e-05,6.581999999966115e-05,6.677899999996129e-05,8.531800000000089e-05,6.620300000026447e-05,6.605400000037065e-05,8.652600000047528e-05,6.565199999997162e-05,8.476199999929435e-05,6.686999999949705e-05,7.744199999937251e-05,6.697000000066566e-05,6.636599999954029e-05,8.617400000066056e-05,6.588799999995842e-05,8.675599999996564e-05,6.629499999988298e-05,8.556899999945244e-05,8.49760000001254e-05,8.508600000034505e-05,6.719099999941136e-05,6.685299999986682e-05,6.721599999970351e-05,8.624200000006965e-05,8.566799999965014e-05,8.566099999995913e-05,6.651400000023955e-05,6.756700000032367e-05,6.682300000004915e-05,6.701000000042256e-05,8.497699999931996e-05,6.597600000013415e-05,9.412899999983182e-05,8.597400000009969e-05,8.632100000038889e-05,8.536900000066794e-05,6.699199999982142e-05,6.621400000028643e-05,6.790000000034269e-05,6.739099999997222e-05
