,Nets,Labels
147,BPI Challenge 2017 - Offer log.2ec8d14d-7c23-400e-981e-f337d6deb5b8.pnml,1
148,BPI Challenge 2017 - Offer log.09a0669f-fe2a-406d-8172-fa489be7b02a.pnml,0
149,BPI Challenge 2017 - Offer log.e0c2ad74-f7ff-4a62-94cd-e3e5287aae64.pnml,0
150,BPI Challenge 2017 - Offer log.9f34b28a-4558-43a7-bd35-d1e4eb2996be.pnml,0
151,BPI Challenge 2017 - Offer log.fd3a0dd2-b8fd-4208-a8b0-1e3dc50cc08a.pnml,1
152,BPI Challenge 2017 - Offer log.944ca6db-a3d3-4054-8736-7116a614af04.pnml,0
153,BPI Challenge 2017 - Offer log.c87f5433-6379-4473-b709-001785aa585f.pnml,1
154,BPI Challenge 2017 - Offer log.1bf7c203-4abd-49ca-90d0-0dfc80c889cf.pnml,3
155,BPI Challenge 2017 - Offer log.a287ca0e-e17d-4b5f-87fe-5f39a8b59435.pnml,0
156,BPI Challenge 2017 - Offer log.dedf5c97-6a92-41d3-b69a-6a516216a8ac.pnml,0
157,BPI Challenge 2017 - Offer log.613eda9e-3162-4a87-9dcc-872865eec2b0.pnml,0
158,BPI Challenge 2017 - Offer log.f8718b20-6aa9-4f5c-8828-ea9ad9e9638f.pnml,1
159,BPI Challenge 2017 - Offer log.f1fbd280-f7d5-4338-a8a4-538062ed6184.pnml,1
160,BPI Challenge 2017 - Offer log.73139595-0527-435c-98cf-962e9b0f8a9a.pnml,1
161,BPI Challenge 2017 - Offer log.9c5aa042-d628-4832-8c88-54eb44879deb.pnml,0
162,BPI Challenge 2017 - Offer log.368541fb-2d66-483f-b33d-1ea1f9894c26.pnml,0
163,BPI Challenge 2017 - Offer log.6d3699f1-9426-4e01-85c5-a56195ea7909.pnml,0
164,BPI Challenge 2017 - Offer log.fc98b0a7-07c0-4fbe-8356-eccb967e7d16.pnml,1
165,BPI Challenge 2017 - Offer log.8ec1095b-d2cb-41f6-9cf5-208909ccbd36.pnml,0
166,BPI Challenge 2017 - Offer log.dab67659-b8c8-498a-bf2e-40db3dda4605.pnml,0
167,BPI Challenge 2017 - Offer log.70de93fa-16cd-404f-a810-01678a40c876.pnml,1
168,BPI Challenge 2017 - Offer log.15df1f6e-354b-4626-86fd-e58db5e7e06a.pnml,0
169,BPI Challenge 2017 - Offer log.454cfb76-cf94-42b6-bafc-e53b692cd6e9.pnml,0
170,BPI Challenge 2017 - Offer log.5d7e9f63-659a-438c-97d7-c8f447126e7e.pnml,0
171,BPI Challenge 2017 - Offer log.2909b231-7522-4a78-9d2f-5798a0f428ec.pnml,1
172,BPI Challenge 2017 - Offer log.a56d7736-0519-4294-b732-b03aa75eff3d.pnml,1
173,BPI Challenge 2017 - Offer log.f18a4d8c-37fa-43c1-84f7-2952ed7fabd4.pnml,0
174,BPI Challenge 2017 - Offer log.77cde340-6c21-4106-8ce9-09e8076b8687.pnml,1
175,BPI Challenge 2017 - Offer log.91a25eb2-73c4-4d4d-8908-e00c71bfca79.pnml,0
176,BPI Challenge 2017 - Offer log.a935b5ec-8a51-4e91-8644-3a8a68f0e02a.pnml,0
177,BPI Challenge 2017 - Offer log.c1fa7420-3f4e-4816-b915-fb416fed40f4.pnml,0
178,BPI Challenge 2017 - Offer log.b08ed6ed-0644-4b0b-a664-b249d0efccd8.pnml,0
179,BPI Challenge 2017 - Offer log.0140c205-a540-4402-987a-fe80dfe82d8a.pnml,0
180,BPI Challenge 2017 - Offer log.120a42c4-4660-43f5-b320-e5b1f5bb9186.pnml,0
181,BPI Challenge 2017 - Offer log.335e6f7d-cb85-4b58-b5a1-5a6d2c3906f3.pnml,1
182,BPI Challenge 2017 - Offer log.f39fb373-aad1-4aa8-94ef-2b3713c34153.pnml,0
183,BPI Challenge 2017 - Offer log.e94b37f8-3b0c-4c89-8b8d-14485f0a7a9e.pnml,0
184,BPI Challenge 2017 - Offer log.7ccf58a3-115c-441a-bd16-d31c1074bc0a.pnml,1
185,BPI Challenge 2017 - Offer log.68bc957c-401e-4deb-84cb-52581d68762f.pnml,0
186,BPI Challenge 2017 - Offer log.a3640a26-8771-4c72-95cd-9800c72a5132.pnml,1
187,BPI Challenge 2017 - Offer log.6b5309b0-b7c8-40bc-b166-5ce135bb4892.pnml,0
188,BPI Challenge 2017 - Offer log.f77cf637-e795-4cec-9c37-d59b7a6d69a8.pnml,1
189,BPI Challenge 2017 - Offer log.8c800ef6-01a4-402a-b016-02824b69dc49.pnml,0
190,BPI Challenge 2017 - Offer log.6b4565d0-ff2f-40e3-91da-9e93f637bf4b.pnml,1
191,BPI Challenge 2017 - Offer log.3b0c1612-abda-4b0d-b0c8-a83cab1fccc2.pnml,0
192,BPI Challenge 2017 - Offer log.c3241f42-26e9-4ed9-bb81-5729f1c26da6.pnml,0
193,BPI Challenge 2017 - Offer log.da5f8749-7160-4597-beeb-e7548c730c01.pnml,0
194,BPI Challenge 2017 - Offer log.31b7dc9b-fd1e-4ccf-a292-e46eb4a43bd4.pnml,0
195,BPI Challenge 2017 - Offer log.79f258c1-c964-4bd2-82c6-179ff89c0996.pnml,0
196,BPI Challenge 2017 - Offer log.bdc7f655-5b21-4aa9-a4d9-ab93c44486d2.pnml,1
197,BPI Challenge 2017 - Offer log.0fee657f-5c51-433d-83ee-9ccc5d9456f3.pnml,1
198,BPI Challenge 2017 - Offer log.146dd012-4ba3-4a0b-8309-eff238a8169b.pnml,0
199,BPI Challenge 2017 - Offer log.3141732d-e01a-4696-9edc-99b018865879.pnml,0
200,BPI Challenge 2017 - Offer log.aaac9058-8a92-4900-bb05-c96dcbad7f75.pnml,1
201,BPI Challenge 2017 - Offer log.f574587e-e26b-4797-ad57-b282b91e2c87.pnml,0
202,BPI Challenge 2017 - Offer log.894249d0-5264-4f0f-9adf-54927fb082c3.pnml,0
203,BPI Challenge 2017 - Offer log.22a7c5f9-4f66-49a5-a29e-d0a8632bba29.pnml,0
204,BPI Challenge 2017 - Offer log.6162aeba-e39c-4ff8-8941-5fc8b74527ee.pnml,0
205,BPI Challenge 2017 - Offer log.46fb594c-655d-4516-bac6-ea4121da8756.pnml,0
206,BPI Challenge 2017 - Offer log.33da9672-e9c3-496b-aac0-3261d7012e05.pnml,0
207,BPI Challenge 2017 - Offer log.2982673b-709c-4e7b-9f41-5d584e6cb8cc.pnml,0
208,BPI Challenge 2017 - Offer log.a339fce5-62c3-4b4e-b60f-5d6308c92a02.pnml,0
209,BPI Challenge 2017 - Offer log.6cebad69-40f5-43c2-9e00-b794ee20a97e.pnml,1
210,BPI Challenge 2017 - Offer log.9b5032d2-c5d6-40e6-b486-024b9c757389.pnml,1
211,BPI Challenge 2017 - Offer log.766a6c9f-1e0e-4595-a7da-78858639c9ff.pnml,0
212,BPI Challenge 2017 - Offer log.f711f4ac-4017-4205-9378-ae909bec8ab0.pnml,0
213,BPI Challenge 2017 - Offer log.258d9089-6f3a-42df-93cb-b3ee31de98d4.pnml,0
214,BPI Challenge 2017 - Offer log.09a70e64-8181-464e-acba-84335e91c757.pnml,1
215,BPI Challenge 2017 - Offer log.894f671d-79ea-4ba0-9ab4-af54d0fcff55.pnml,0
216,BPI Challenge 2017 - Offer log.f151c49d-dfa2-400f-ad67-c50812aacf23.pnml,0
217,BPI Challenge 2017 - Offer log.2ece20eb-8102-409b-837e-7c5ee0d6c6c1.pnml,0
218,BPI Challenge 2017 - Offer log.07327c3f-cbdd-473c-b69f-4e25be5e039d.pnml,0
219,BPI Challenge 2017 - Offer log.3136cb8c-e257-4beb-b814-70d45e80f84f.pnml,0
220,BPI Challenge 2017 - Offer log.79f9d7a7-786b-489c-b6d7-66f96bd86529.pnml,1
221,BPI Challenge 2017 - Offer log.429d83eb-e563-4f28-af57-1cca34981cff.pnml,0
222,BPI Challenge 2017 - Offer log.5e4fb763-d9f1-4278-859a-20ea45a8cb0f.pnml,0
223,BPI Challenge 2017 - Offer log.2ee4da61-53f9-448e-8ff3-9cf8ea2dc93d.pnml,1
224,BPI Challenge 2017 - Offer log.1fe73a31-0544-4da4-a4e9-4359033408eb.pnml,0
225,BPI Challenge 2017 - Offer log.e97dab8a-1d6a-46e7-93fb-74563926ae03.pnml,0
226,BPI Challenge 2017 - Offer log.e80d0a32-c5c2-4181-bf78-c5ee59362270.pnml,0
227,BPI Challenge 2017 - Offer log.47e6a5a4-f42f-4e97-b6d4-9367e690e666.pnml,0
228,BPI Challenge 2017 - Offer log.9ffcceea-fecd-48c1-9d0a-0f03fa1c8935.pnml,3
229,BPI Challenge 2017 - Offer log.b9f05516-22ad-4762-8535-48ce8d509d6e.pnml,0
230,BPI Challenge 2017 - Offer log.3e1be12d-4387-49e0-95a4-7f70661b6563.pnml,1
231,BPI Challenge 2017 - Offer log.f1d7d058-a6b8-4c22-aedc-21644fbe6d3a.pnml,1
232,BPI Challenge 2017 - Offer log.a7723dc4-d6a2-4d1a-a7e7-016a08dd5500.pnml,1
233,BPI Challenge 2017 - Offer log.670d7afe-600f-470a-80ea-2f3c2743dcb4.pnml,0
234,BPI Challenge 2017 - Offer log.15e4811b-b49d-4811-869a-e6cfadb17ae7.pnml,0
235,BPI Challenge 2017 - Offer log.ed1fd9ff-299a-4863-a309-a0754b4b7849.pnml,1
236,BPI Challenge 2017 - Offer log.551154f7-becf-4595-b7cd-bcaa0dfaae28.pnml,0
237,BPI Challenge 2017 - Offer log.020c4a92-b908-47bc-8702-5c4a4c2f1e40.pnml,0
238,BPI Challenge 2017 - Offer log.e41e23a3-9ecb-43a1-af62-e86c12c09997.pnml,0
239,BPI Challenge 2017 - Offer log.596fe604-a557-4d29-9fbc-c9481a72de30.pnml,0
240,BPI Challenge 2017 - Offer log.b1291a77-69c4-42f3-ab54-7923ee2bd35d.pnml,1
241,BPI Challenge 2017 - Offer log.8d599d08-9a32-4fbb-aa90-8e8431c1f13d.pnml,0
242,BPI Challenge 2017 - Offer log.fa5ea029-be39-44f3-a9ea-27795610e10a.pnml,0
243,BPI Challenge 2017 - Offer log.5ee91b14-f17b-4312-999e-c5d09a84f8d2.pnml,1
244,BPI Challenge 2017 - Offer log.c8ab21dd-3df8-43a1-b286-a386075ceedd.pnml,0
245,BPI Challenge 2017 - Offer log.6083b509-c3b6-40ed-97c1-7fcb5f251e68.pnml,0
246,BPI Challenge 2017 - Offer log.90855ae1-99b0-4425-af50-e82f6f8d44d8.pnml,1
247,BPI Challenge 2017 - Offer log.bf14d5da-c8b3-456f-bdbd-e4d291d795af.pnml,0
248,BPI Challenge 2017 - Offer log.1cc90f1c-1d2c-424e-981e-47bbada11e53.pnml,1
249,BPI Challenge 2017 - Offer log.bd3d352b-11f6-475e-a827-65142b47a4fb.pnml,1
250,BPI Challenge 2017 - Offer log.b3890661-efc3-4683-9dac-8d5a3ab987cc.pnml,1
251,BPI Challenge 2017 - Offer log.bcd52f48-3898-4674-a05a-4ec2d668f409.pnml,0
252,BPI Challenge 2017 - Offer log.716fa3f6-f133-4f0f-88f0-c4e65ec07ccb.pnml,0
253,BPI Challenge 2017 - Offer log.7f32dff1-57d6-4bc2-be8f-a31382eac07c.pnml,0
254,BPI Challenge 2017 - Offer log.a7127077-f92b-446d-8e32-d2a51ccfe37b.pnml,1
255,BPI Challenge 2017 - Offer log.f9bfbb63-a121-4153-a9e9-c77b4794459f.pnml,0
256,BPI Challenge 2017 - Offer log.1e1449a5-a3a7-4e9c-b0c0-7a9fdcdf9fe0.pnml,0
257,BPI Challenge 2017 - Offer log.6b8d19e4-399d-4c27-8376-f1fa3f7abc64.pnml,0
258,BPI Challenge 2017 - Offer log.56ea0d05-b316-44aa-94c4-3a7939f46ea0.pnml,0
259,BPI Challenge 2017 - Offer log.075694cf-f609-4a1a-8e11-4bfcca6298ff.pnml,0
260,BPI Challenge 2017 - Offer log.83b1457d-c3f9-46ae-9efc-03681e3f92b8.pnml,0
261,BPI Challenge 2017 - Offer log.4c5c9bef-e7d4-41be-8e6b-7eabc1261d6c.pnml,0
262,BPI Challenge 2017 - Offer log.dfd02e3e-5249-4f83-b634-f077a9666f80.pnml,0
263,BPI Challenge 2017 - Offer log.0b515269-360b-42e5-8201-ab493ffa0d0b.pnml,1
264,BPI Challenge 2017 - Offer log.879471a7-81d4-4122-bc27-5fdc3650102a.pnml,0
265,BPI Challenge 2017 - Offer log.afcad2fc-2641-43b6-ba6b-f2168d779580.pnml,0
266,BPI Challenge 2017 - Offer log.4b65b880-ee15-40e7-b757-d275e4239f75.pnml,0
