,File name,Net string,Traces
10,Hospital Billing - Event Log.83bcd0e8-ab9c-4a3a-b90b-384b8203b40a.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CODE NOK') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REJECT')->n1, (n8, 'REOPEN')->n4, (n9, 'CODE NOK')->n3, n1->(n8, 'REOPEN'), n2->(n6, 'DELETE'), n3->(n7, 'REJECT'), n4->(n6, 'DELETE') ], [], [])","[['CODE NOK', 'REJECT', 'STORNO', 'REOPEN', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['CODE NOK', 'REJECT', 'REOPEN', 'STORNO', 'DELETE'], ['CODE NOK', 'STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
11,Hospital Billing - Event Log.8074292a-1e4d-4e35-8823-5c230badd039.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n5, 'STORNO')->n3, (n7, 'REJECT')->n1, (n8, 'REOPEN')->n4, n1->(n8, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n9, 'CHANGE DIAGN'), n4->(n6, 'DELETE') ], [], [])","[['STORNO', 'CHANGE DIAGN', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'CHANGE DIAGN', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE']]"
12,Hospital Billing - Event Log.85eb6970-d025-41a0-a742-a0da6308de4d.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n4, 'STORNO')->n2, (n6, 'REJECT')->n1, (n7, 'REOPEN')->n3, n1->(n7, 'REOPEN'), n2->(n7, 'REOPEN'), n3->(n5, 'DELETE') ], [], [])","[['REJECT', 'STORNO', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
13,Hospital Billing - Event Log.5b84f7fe-c08b-4801-94e8-8044ff3ca7a5.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'REJECT')->n2, (n7, 'CODE NOK')->n3, n1->(n6, 'REJECT'), n2->(n5, 'DELETE'), n3->(n5, 'DELETE') ], [], [])","[['CODE NOK', 'STORNO', 'REJECT', 'DELETE'], ['STORNO', 'REJECT', 'CODE NOK', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'DELETE']]"
14,Hospital Billing - Event Log.e44ba7b9-7724-4ee5-bf66-175bb2a3d7a6.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REOPEN')->n2, (n6, 'REJECT')->n3, (n7, 'SET STATUS')->n1, n1->(n4, 'DELETE'), n2->(n4, 'DELETE'), n3->(n7, 'SET STATUS') ], [], [])","[['REOPEN', 'REJECT', 'SET STATUS', 'DELETE'], ['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['REJECT', 'REOPEN', 'SET STATUS', 'DELETE']]"
15,Hospital Billing - Event Log.1e115d3d-64f8-4e3d-a420-85186b6e3b8f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE ERROR') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n7, 'CODE ERROR')->n3, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n6, 'REOPEN') ], [], [])","[['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN'], ['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN'], ['STORNO', 'REJECT', 'CODE ERROR', 'REOPEN']]"
16,Hospital Billing - Event Log.46e70d4e-2416-43be-9a92-e4ee46ea445a.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n5, 'REJECT')->n3, n1->(n5, 'REJECT'), n2->(n6, 'REOPEN'), n3->(n7, 'CODE NOK') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CODE NOK'], ['STORNO', 'REJECT', 'CODE NOK', 'REOPEN'], ['STORNO', 'REOPEN', 'REJECT', 'CODE NOK']]"
17,Hospital Billing - Event Log.c3118d79-9a1b-4f81-a19b-6648e4549ceb.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REOPEN')->n1, (n6, 'REJECT')->n3, (n7, 'SET STATUS')->n2, n1->(n4, 'DELETE'), n2->(n5, 'REOPEN'), n3->(n7, 'SET STATUS') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE']]"
18,Hospital Billing - Event Log.f7906cc1-0332-46b7-b1c0-ba1e171821b4.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE ERROR') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n7, 'CODE ERROR')->n3, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n5, 'REJECT') ], [], [])","[['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN']]"
19,Hospital Billing - Event Log.e4f4b93e-6ecd-46a7-97e4-209e34902fcf.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n5, 'REJECT')->n3, n1->(n6, 'REOPEN'), n2->(n5, 'REJECT'), n3->(n7, 'CODE NOK') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CODE NOK'], ['STORNO', 'REJECT', 'CODE NOK', 'REOPEN']]"
20,Hospital Billing - Event Log.ccc0ba42-a25a-4719-b11b-4ce24a59e58f.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n1, (n8, 'CODE ERROR')->n3, n1->(n6, 'REOPEN'), n2->(n6, 'REOPEN'), n3->(n7, 'REJECT'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'REJECT', 'STORNO', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
21,Hospital Billing - Event Log.27c843f0-a204-4a13-bad8-c52c1b6bedc8.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN') ]
arcs: [ (n5, 'STORNO')->n1, (n5, 'STORNO')->n2, (n7, 'REJECT')->n3, (n8, 'REOPEN')->n4, n1->(n7, 'REJECT'), n2->(n8, 'REOPEN'), n3->(n6, 'DELETE'), n4->(n6, 'DELETE') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
22,Hospital Billing - Event Log.2fe407ed-fb19-4fb0-a2f9-4532a3c7f4c9.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN'), (n8, 'SET STATUS') ]
arcs: [ (n6, 'REJECT')->n1, (n6, 'REJECT')->n4, (n7, 'REOPEN')->n3, (n8, 'SET STATUS')->n2, n1->(n7, 'REOPEN'), n2->(n5, 'DELETE'), n3->(n5, 'DELETE'), n4->(n8, 'SET STATUS') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['REJECT', 'REOPEN', 'SET STATUS', 'DELETE']]"
23,Hospital Billing - Event Log.3844f9a7-cecd-45d8-a9c5-4bffea107f14.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REOPEN')->n3, (n6, 'REJECT')->n1, n1->(n5, 'REOPEN'), n2->(n6, 'REJECT'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
24,Hospital Billing - Event Log.d69bb14a-0c27-456a-ab6c-6b435d86e9d6.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REOPEN')->n2, (n6, 'REJECT')->n1, (n7, 'SET STATUS')->n3, n1->(n4, 'DELETE'), n2->(n4, 'DELETE'), n3->(n5, 'REOPEN') ], [], [])","[['REJECT', 'SET STATUS', 'REOPEN', 'DELETE'], ['SET STATUS', 'REJECT', 'REOPEN', 'DELETE'], ['SET STATUS', 'REOPEN', 'REJECT', 'DELETE']]"
25,Hospital Billing - Event Log.a93e1b69-02d2-48e2-a889-490df37f04fa.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n5, 'REOPEN')->n3, (n6, 'REJECT')->n1, (n6, 'REJECT')->n2, n1->(n5, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['REJECT', 'DELETE', 'REOPEN', 'CHANGE DIAGN'], ['REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN']]"
26,Hospital Billing - Event Log.fa506857-a608-456d-8877-7bc40ff1ffb6.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE ERROR') ]
arcs: [ (n4, 'STORNO')->n2, (n5, 'REJECT')->n1, (n7, 'CODE ERROR')->n3, n1->(n6, 'REOPEN'), n2->(n6, 'REOPEN'), n3->(n5, 'REJECT') ], [], [])","[['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN'], ['CODE ERROR', 'REJECT', 'STORNO', 'REOPEN']]"
27,Hospital Billing - Event Log.d2e40a48-dfec-4eef-9ff4-64d2a0591596.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'REOPEN'), (n7, 'REJECT'), (n8, 'CODE ERROR'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n1, (n6, 'REOPEN')->n4, (n7, 'REJECT')->n2, (n8, 'CODE ERROR')->n3, n1->(n7, 'REJECT'), n2->(n9, 'CHANGE DIAGN'), n3->(n6, 'REOPEN'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REJECT', 'CODE ERROR', 'REOPEN', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['CODE ERROR', 'REOPEN', 'STORNO', 'REJECT', 'CHANGE DIAGN'], ['STORNO', 'CODE ERROR', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'CODE ERROR', 'REOPEN', 'REJECT', 'CHANGE DIAGN'], ['CODE ERROR', 'STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN']]"
28,Hospital Billing - Event Log.653cb384-d46b-4b8f-83d6-106479e38ab5.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'CODE NOK') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'REJECT')->n2, (n7, 'CODE NOK')->n3, n1->(n6, 'REJECT'), n2->(n5, 'DELETE'), n3->(n6, 'REJECT') ], [], [])","[['CODE NOK', 'STORNO', 'REJECT', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'DELETE']]"
29,Hospital Billing - Event Log.0756d48f-5d89-4791-9e02-509b28e557cb.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'CODE ERROR'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'CODE ERROR')->n2, (n7, 'CHANGE DIAGN')->n3, n1->(n5, 'REJECT'), n2->(n5, 'REJECT'), n3->(n4, 'STORNO') ], [], [])","[['CHANGE DIAGN', 'CODE ERROR', 'STORNO', 'REJECT'], ['CODE ERROR', 'CHANGE DIAGN', 'STORNO', 'REJECT'], ['CHANGE DIAGN', 'STORNO', 'CODE ERROR', 'REJECT']]"
30,Hospital Billing - Event Log.66452072-7426-4df8-aa9a-cff75d5bc9d0.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REOPEN'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n6, 'REOPEN')->n3, n1->(n5, 'DELETE'), n2->(n6, 'REOPEN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'DELETE', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REOPEN', 'CHANGE DIAGN', 'DELETE'], ['STORNO', 'REOPEN', 'DELETE', 'CHANGE DIAGN']]"
31,Hospital Billing - Event Log.c3774422-4b21-40ec-a2ff-81961709354c.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'CODE NOK') ]
arcs: [ (n5, 'REJECT')->n1, (n6, 'REOPEN')->n3, (n7, 'CODE NOK')->n2, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n4, 'DELETE') ], [], [])","[['REJECT', 'REOPEN', 'CODE NOK', 'DELETE'], ['CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['REJECT', 'CODE NOK', 'REOPEN', 'DELETE']]"
32,Hospital Billing - Event Log.897509f7-076d-4c8b-af8c-86dfbc799b9b.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REJECT'), (n8, 'REOPEN'), (n9, 'CODE NOK') ]
arcs: [ (n5, 'STORNO')->n2, (n7, 'REJECT')->n1, (n8, 'REOPEN')->n4, (n9, 'CODE NOK')->n3, n1->(n8, 'REOPEN'), n2->(n7, 'REJECT'), n3->(n6, 'DELETE'), n4->(n6, 'DELETE') ], [], [])","[['CODE NOK', 'STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'CODE NOK', 'DELETE'], ['STORNO', 'CODE NOK', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'REJECT', 'CODE NOK', 'REOPEN', 'DELETE']]"
33,Hospital Billing - Event Log.a507859b-f0b8-423c-b0e2-3d6c63d5f018.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REJECT'), (n6, 'CODE ERROR'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'CODE ERROR')->n2, (n7, 'CHANGE DIAGN')->n3, n1->(n5, 'REJECT'), n2->(n5, 'REJECT'), n3->(n6, 'CODE ERROR') ], [], [])","[['STORNO', 'CHANGE DIAGN', 'CODE ERROR', 'REJECT'], ['CHANGE DIAGN', 'STORNO', 'CODE ERROR', 'REJECT'], ['CHANGE DIAGN', 'CODE ERROR', 'STORNO', 'REJECT']]"
34,Hospital Billing - Event Log.0134d6a6-63a0-4719-9c80-aa8bd423faf8.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'STORNO'), (n6, 'DELETE'), (n7, 'REOPEN'), (n8, 'REJECT'), (n9, 'CHANGE DIAGN') ]
arcs: [ (n5, 'STORNO')->n2, (n5, 'STORNO')->n3, (n7, 'REOPEN')->n4, (n8, 'REJECT')->n1, n1->(n7, 'REOPEN'), n2->(n6, 'DELETE'), n3->(n8, 'REJECT'), n4->(n9, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'DELETE', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'DELETE', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN', 'DELETE']]"
35,Hospital Billing - Event Log.b2684df4-bf1e-46f4-a363-475a25a0462d.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n4, 'STORNO')->n1, (n6, 'REJECT')->n2, (n7, 'REOPEN')->n3, n1->(n6, 'REJECT'), n2->(n5, 'DELETE'), n3->(n5, 'DELETE') ], [], [])","[['STORNO', 'REOPEN', 'REJECT', 'DELETE'], ['REOPEN', 'STORNO', 'REJECT', 'DELETE'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE']]"
36,Hospital Billing - Event Log.23dc8381-f7c3-4753-8292-0664bc000a04.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'REOPEN'), (n6, 'REJECT'), (n7, 'CHANGE DIAGN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n5, 'REOPEN')->n3, n1->(n6, 'REJECT'), n2->(n5, 'REOPEN'), n3->(n7, 'CHANGE DIAGN') ], [], [])","[['STORNO', 'REOPEN', 'CHANGE DIAGN', 'REJECT'], ['STORNO', 'REJECT', 'REOPEN', 'CHANGE DIAGN'], ['STORNO', 'REOPEN', 'REJECT', 'CHANGE DIAGN']]"
37,Hospital Billing - Event Log.30032aab-4b48-417c-890b-a124ec371b5d.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'STORNO'), (n5, 'DELETE'), (n6, 'REJECT'), (n7, 'REOPEN') ]
arcs: [ (n4, 'STORNO')->n1, (n4, 'STORNO')->n2, (n7, 'REOPEN')->n3, n1->(n6, 'REJECT'), n2->(n7, 'REOPEN'), n3->(n5, 'DELETE') ], [], [])","[['STORNO', 'REOPEN', 'DELETE', 'REJECT'], ['STORNO', 'REJECT', 'REOPEN', 'DELETE'], ['STORNO', 'REOPEN', 'REJECT', 'DELETE']]"
38,Hospital Billing - Event Log.a66c1b1a-860f-4dc3-8994-ab84343ad8bc.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'DELETE'), (n5, 'REJECT'), (n6, 'REOPEN'), (n7, 'SET STATUS') ]
arcs: [ (n5, 'REJECT')->n1, (n6, 'REOPEN')->n3, (n7, 'SET STATUS')->n2, n1->(n6, 'REOPEN'), n2->(n4, 'DELETE'), n3->(n4, 'DELETE') ], [], [])","[['SET STATUS', 'REJECT', 'REOPEN', 'DELETE'], ['REJECT', 'REOPEN', 'SET STATUS', 'DELETE'], ['REJECT', 'SET STATUS', 'REOPEN', 'DELETE']]"
