,File name,Net string,Traces
12,Road_Traffic_Fine_Management_Process.778ce42e-fb1a-47b0-a0c1-420cf19726d7.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Receive Result Appeal from Prefecture'), (n7, 'Send Appeal to Prefecture'), (n8, 'Notify Result Appeal to Offender'), (n9, 'Send for Credit Collection') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n2, (n5, 'Insert Date Appeal to Prefecture')->n4, (n6, 'Receive Result Appeal from Prefecture')->n1, (n8, 'Notify Result Appeal to Offender')->n3, n1->(n8, 'Notify Result Appeal to Offender'), n2->(n7, 'Send Appeal to Prefecture'), n3->(n9, 'Send for Credit Collection'), n4->(n6, 'Receive Result Appeal from Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Send for Credit Collection'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Send for Credit Collection', 'Send Appeal to Prefecture'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Send for Credit Collection'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Send for Credit Collection']]"
13,Road_Traffic_Fine_Management_Process.ebc143d2-3066-4448-98aa-055e3193fa42.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Payment'), (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Receive Result Appeal from Prefecture'), (n7, 'Notify Result Appeal to Offender') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n2, (n6, 'Receive Result Appeal from Prefecture')->n1, (n7, 'Notify Result Appeal to Offender')->n3, n1->(n4, 'Payment'), n2->(n6, 'Receive Result Appeal from Prefecture'), n3->(n4, 'Payment') ], [], [])","[['Notify Result Appeal to Offender', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Payment'], ['Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture', 'Payment'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment']]"
14,Road_Traffic_Fine_Management_Process.de6ed63d-0d8d-42a0-b94d-9285541cfec7.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Insert Date Appeal to Prefecture'), (n5, 'Receive Result Appeal from Prefecture'), (n6, 'Notify Result Appeal to Offender'), (n7, 'Send Appeal to Prefecture') ]
arcs: [ (n4, 'Insert Date Appeal to Prefecture')->n2, (n4, 'Insert Date Appeal to Prefecture')->n3, (n7, 'Send Appeal to Prefecture')->n1, n1->(n5, 'Receive Result Appeal from Prefecture'), n2->(n6, 'Notify Result Appeal to Offender'), n3->(n7, 'Send Appeal to Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender']]"
15,Road_Traffic_Fine_Management_Process.f61c555d-f92c-436d-a3c2-b0c0dd5316a4.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Payment'), (n6, 'Insert Date Appeal to Prefecture'), (n7, 'Receive Result Appeal from Prefecture'), (n8, 'Notify Result Appeal to Offender'), (n9, 'Send Appeal to Prefecture') ]
arcs: [ (n6, 'Insert Date Appeal to Prefecture')->n3, (n7, 'Receive Result Appeal from Prefecture')->n2, (n8, 'Notify Result Appeal to Offender')->n4, (n9, 'Send Appeal to Prefecture')->n1, n1->(n7, 'Receive Result Appeal from Prefecture'), n2->(n8, 'Notify Result Appeal to Offender'), n3->(n7, 'Receive Result Appeal from Prefecture'), n4->(n5, 'Payment') ], [], [])","[['Send Appeal to Prefecture', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment']]"
16,Road_Traffic_Fine_Management_Process.b7fe7fb3-369c-4497-9791-91690f1d9352.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Payment'), (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Receive Result Appeal from Prefecture'), (n7, 'Notify Result Appeal to Offender') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n3, (n6, 'Receive Result Appeal from Prefecture')->n1, (n6, 'Receive Result Appeal from Prefecture')->n2, n1->(n4, 'Payment'), n2->(n7, 'Notify Result Appeal to Offender'), n3->(n6, 'Receive Result Appeal from Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Payment', 'Notify Result Appeal to Offender']]"
17,Road_Traffic_Fine_Management_Process.8a0fa6ac-faf2-402d-b5c8-cff574219162.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Payment'), (n6, 'Insert Date Appeal to Prefecture'), (n7, 'Receive Result Appeal from Prefecture'), (n8, 'Notify Result Appeal to Offender'), (n9, 'Send Appeal to Prefecture') ]
arcs: [ (n6, 'Insert Date Appeal to Prefecture')->n3, (n7, 'Receive Result Appeal from Prefecture')->n2, (n8, 'Notify Result Appeal to Offender')->n4, (n9, 'Send Appeal to Prefecture')->n1, n1->(n5, 'Payment'), n2->(n8, 'Notify Result Appeal to Offender'), n3->(n7, 'Receive Result Appeal from Prefecture'), n4->(n5, 'Payment') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment'], ['Send Appeal to Prefecture', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Payment'], ['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Payment']]"
18,Road_Traffic_Fine_Management_Process.e5b38977-2326-4bf1-9e3a-13629bf338c2.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Payment'), (n6, 'Insert Date Appeal to Prefecture'), (n7, 'Receive Result Appeal from Prefecture'), (n8, 'Send Appeal to Prefecture'), (n9, 'Notify Result Appeal to Offender') ]
arcs: [ (n6, 'Insert Date Appeal to Prefecture')->n4, (n7, 'Receive Result Appeal from Prefecture')->n3, (n8, 'Send Appeal to Prefecture')->n1, (n8, 'Send Appeal to Prefecture')->n2, n1->(n5, 'Payment'), n2->(n7, 'Receive Result Appeal from Prefecture'), n3->(n9, 'Notify Result Appeal to Offender'), n4->(n8, 'Send Appeal to Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Payment', 'Notify Result Appeal to Offender'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Payment', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment']]"
19,Road_Traffic_Fine_Management_Process.7ae3b2b1-1441-4318-bbed-8e8e2eb9b84e.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Receive Result Appeal from Prefecture'), (n7, 'Notify Result Appeal to Offender'), (n8, 'Insert Fine Notification') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n3, (n5, 'Insert Date Appeal to Prefecture')->n4, (n6, 'Receive Result Appeal from Prefecture')->n2, (n8, 'Insert Fine Notification')->n1, n1->(n5, 'Insert Date Appeal to Prefecture'), n2->(n7, 'Notify Result Appeal to Offender'), n3->(n7, 'Notify Result Appeal to Offender'), n4->(n6, 'Receive Result Appeal from Prefecture') ], [], [])","[['Insert Fine Notification', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender']]"
20,Road_Traffic_Fine_Management_Process.f02678a7-549a-4039-b031-5ec4dda83e84.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Payment'), (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Receive Result Appeal from Prefecture'), (n7, 'Send Appeal to Prefecture') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n2, (n5, 'Insert Date Appeal to Prefecture')->n3, (n7, 'Send Appeal to Prefecture')->n1, n1->(n4, 'Payment'), n2->(n7, 'Send Appeal to Prefecture'), n3->(n6, 'Receive Result Appeal from Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture', 'Payment'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Payment', 'Receive Result Appeal from Prefecture'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Payment']]"
21,Road_Traffic_Fine_Management_Process.ca37df1b-4fc8-4826-9db4-266abac83334.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Receive Result Appeal from Prefecture'), (n7, 'Notify Result Appeal to Offender'), (n8, 'Send Appeal to Prefecture'), (n9, 'Insert Fine Notification') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n3, (n5, 'Insert Date Appeal to Prefecture')->n4, (n8, 'Send Appeal to Prefecture')->n2, (n9, 'Insert Fine Notification')->n1, n1->(n5, 'Insert Date Appeal to Prefecture'), n2->(n6, 'Receive Result Appeal from Prefecture'), n3->(n7, 'Notify Result Appeal to Offender'), n4->(n8, 'Send Appeal to Prefecture') ], [], [])","[['Insert Fine Notification', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Receive Result Appeal from Prefecture'], ['Insert Fine Notification', 'Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture'], ['Insert Fine Notification', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender']]"
22,Road_Traffic_Fine_Management_Process.bc4da3e5-cb52-4861-ab48-04f0e4f8d1f9.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Insert Date Appeal to Prefecture'), (n5, 'Receive Result Appeal from Prefecture'), (n6, 'Send Appeal to Prefecture'), (n7, 'Notify Result Appeal to Offender') ]
arcs: [ (n4, 'Insert Date Appeal to Prefecture')->n3, (n5, 'Receive Result Appeal from Prefecture')->n2, (n6, 'Send Appeal to Prefecture')->n1, n1->(n5, 'Receive Result Appeal from Prefecture'), n2->(n7, 'Notify Result Appeal to Offender'), n3->(n6, 'Send Appeal to Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender']]"
23,Road_Traffic_Fine_Management_Process.d3a31d46-8cd3-4af3-b922-3835e5b31395.pnml,"(places: [ n1, n2, n3, n4 ]
transitions: [ (n5, 'Payment'), (n6, 'Insert Date Appeal to Prefecture'), (n7, 'Receive Result Appeal from Prefecture'), (n8, 'Send Appeal to Prefecture') ]
arcs: [ (n6, 'Insert Date Appeal to Prefecture')->n4, (n7, 'Receive Result Appeal from Prefecture')->n3, (n8, 'Send Appeal to Prefecture')->n1, (n8, 'Send Appeal to Prefecture')->n2, n1->(n5, 'Payment'), n2->(n7, 'Receive Result Appeal from Prefecture'), n3->(n5, 'Payment'), n4->(n8, 'Send Appeal to Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Payment']]"
24,Road_Traffic_Fine_Management_Process.77a18041-0234-420f-bb1d-1febf14b8374.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Payment'), (n5, 'Insert Date Appeal to Prefecture'), (n6, 'Notify Result Appeal to Offender'), (n7, 'Send Appeal to Prefecture') ]
arcs: [ (n5, 'Insert Date Appeal to Prefecture')->n1, (n5, 'Insert Date Appeal to Prefecture')->n2, (n6, 'Notify Result Appeal to Offender')->n3, n1->(n6, 'Notify Result Appeal to Offender'), n2->(n7, 'Send Appeal to Prefecture'), n3->(n4, 'Payment') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Payment'], ['Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Payment', 'Send Appeal to Prefecture'], ['Insert Date Appeal to Prefecture', 'Notify Result Appeal to Offender', 'Send Appeal to Prefecture', 'Payment']]"
25,Road_Traffic_Fine_Management_Process.55be5174-b412-4c59-a2cb-046ac15ecb7f.pnml,"(places: [ n1, n2, n3 ]
transitions: [ (n4, 'Insert Date Appeal to Prefecture'), (n5, 'Receive Result Appeal from Prefecture'), (n6, 'Send Appeal to Prefecture'), (n7, 'Insert Fine Notification') ]
arcs: [ (n4, 'Insert Date Appeal to Prefecture')->n2, (n4, 'Insert Date Appeal to Prefecture')->n3, (n7, 'Insert Fine Notification')->n1, n1->(n4, 'Insert Date Appeal to Prefecture'), n2->(n6, 'Send Appeal to Prefecture'), n3->(n5, 'Receive Result Appeal from Prefecture') ], [], [])","[['Insert Fine Notification', 'Insert Date Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Send Appeal to Prefecture'], ['Insert Fine Notification', 'Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture']]"
26,Road_Traffic_Fine_Management_Process.3bd09338-2573-4c54-b82d-7d872c6b1a5b.pnml,"(places: [ n1, n2, n3, n4, n5 ]
transitions: [ (n10, 'Notify Result Appeal to Offender'), (n6, 'Payment'), (n7, 'Insert Date Appeal to Prefecture'), (n8, 'Receive Result Appeal from Prefecture'), (n9, 'Send Appeal to Prefecture') ]
arcs: [ (n7, 'Insert Date Appeal to Prefecture')->n4, (n7, 'Insert Date Appeal to Prefecture')->n5, (n8, 'Receive Result Appeal from Prefecture')->n2, (n8, 'Receive Result Appeal from Prefecture')->n3, (n9, 'Send Appeal to Prefecture')->n1, n1->(n8, 'Receive Result Appeal from Prefecture'), n2->(n6, 'Payment'), n3->(n10, 'Notify Result Appeal to Offender'), n4->(n9, 'Send Appeal to Prefecture'), n5->(n8, 'Receive Result Appeal from Prefecture') ], [], [])","[['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Notify Result Appeal to Offender', 'Payment'], ['Insert Date Appeal to Prefecture', 'Send Appeal to Prefecture', 'Receive Result Appeal from Prefecture', 'Payment', 'Notify Result Appeal to Offender']]"
